Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum,creativity_index
STUD0869,17,Non-binary,Postgraduate,Engineering,Yes,3,1,Yes,Economics,Beginner,3,Yes,1,Low,Yes,Positive,Yes,North America,No,1.0
STUD0870,18,Female,Undergraduate,Education,Yes,4,4,No,Physics,Advanced,4,Yes,4,Low,Yes,Negative,Yes,Africa,No,4.0
STUD0871,21,Female,Postgraduate,Arts,Yes,0,2,No,Math,Intermediate,5,No,5,Medium,Yes,Negative,Yes,Oceania,No,5.0
STUD0872,22,Female,High School,Education,Yes,7,5,Yes,History,Intermediate,4,Yes,4,Low,No,Positive,Yes,Africa,Yes,4.0
STUD0873,26,Male,Postgraduate,Arts,No,3,5,Yes,Physics,Advanced,4,Yes,2,Low,No,Neutral,No,South America,No,2.0
STUD0874,17,Female,High School,Law,No,10,3,No,Biology,Intermediate,4,Yes,2,Low,Yes,Neutral,No,Europe,No,2.0
STUD0875,13,Male,Undergraduate,Business,No,0,3,No,Math,Intermediate,5,No,4,Medium,Yes,Neutral,No,North America,No,4.0
STUD0876,20,Prefer not to say,High School,Business,No,6,5,Yes,Art,Advanced,5,Yes,4,Medium,No,Negative,No,Oceania,Yes,4.0
STUD0877,30,Prefer not to say,Postgraduate,Medicine,Yes,3,2,Yes,Computer Science,Intermediate,2,Yes,1,High,No,Negative,Yes,South America,Yes,1.0
STUD0878,29,Female,Postgraduate,Education,No,9,2,Yes,History,Beginner,1,Yes,5,Medium,No,Neutral,No,Europe,No,5.0
STUD0879,27,Female,Undergraduate,Engineering,Yes,4,4,Yes,Economics,Beginner,1,Yes,4,Medium,Yes,Positive,Yes,Africa,No,4.0
STUD0880,12,Prefer not to say,High School,Science,Yes,3,1,No,Economics,Intermediate,3,Yes,1,High,Yes,Negative,No,Oceania,Yes,1.0
STUD0881,13,Prefer not to say,Postgraduate,Engineering,No,6,5,Yes,Art,Intermediate,2,Yes,5,High,Yes,Negative,Yes,Asia,Yes,5.0
STUD0882,14,Female,Postgraduate,Law,Yes,5,3,Yes,History,Beginner,3,Yes,5,Medium,Yes,Neutral,Yes,North America,No,5.0
STUD0883,12,Male,Undergraduate,Engineering,Yes,4,1,No,Biology,Advanced,4,No,5,Low,Yes,Negative,No,North America,No,5.0
STUD0884,21,Prefer not to say,Postgraduate,Engineering,Yes,10,5,No,Economics,Advanced,1,No,3,High,No,Positive,No,Europe,Yes,3.0
STUD0885,29,Prefer not to say,Undergraduate,Medicine,No,10,1,No,Physics,Beginner,4,No,5,Low,No,Negative,No,Oceania,Yes,5.0
STUD0886,28,Male,Postgraduate,Education,No,10,1,Yes,Math,Beginner,2,No,3,High,No,Neutral,Yes,South America,No,3.0
STUD0887,26,Non-binary,Undergraduate,Medicine,Yes,4,2,Yes,Art,Intermediate,5,No,1,Medium,No,Negative,Yes,Europe,No,1.0
STUD0888,13,Non-binary,Undergraduate,Science,No,3,4,No,Economics,Beginner,4,No,2,Medium,No,Positive,Yes,South America,Yes,2.0
STUD0889,14,Non-binary,High School,Arts,Yes,1,5,Yes,Computer Science,Advanced,1,Yes,3,Medium,No,Negative,Yes,Europe,No,3.0
STUD0890,12,Female,Undergraduate,Science,No,2,4,No,Math,Beginner,4,Yes,3,Low,Yes,Negative,Yes,South America,Yes,3.0
STUD0891,26,Male,Undergraduate,Arts,No,5,1,No,Computer Science,Advanced,5,Yes,2,Low,Yes,Neutral,Yes,North America,Yes,2.0
STUD0892,25,Prefer not to say,High School,Medicine,Yes,1,5,No,Economics,Intermediate,1,Yes,5,Low,Yes,Negative,Yes,Asia,No,5.0
STUD0893,24,Non-binary,High School,Education,Yes,2,1,No,Biology,Intermediate,3,Yes,5,Medium,No,Positive,No,North America,Yes,5.0
STUD0894,15,Female,Undergraduate,Engineering,Yes,10,3,No,Computer Science,Beginner,3,Yes,2,High,No,Positive,Yes,South America,Yes,2.0
STUD0895,20,Non-binary,Postgraduate,Science,Yes,7,2,No,History,Beginner,4,Yes,3,Medium,Yes,Neutral,Yes,Oceania,No,3.0
STUD0896,17,Non-binary,Undergraduate,Science,No,0,1,Yes,Biology,Beginner,2,Yes,4,Low,No,Negative,No,Oceania,No,4.0
STUD0897,15,Non-binary,Postgraduate,Education,No,9,2,No,Computer Science,Beginner,2,Yes,2,Low,No,Neutral,Yes,North America,Yes,2.0
STUD0898,25,Non-binary,Postgraduate,Science,No,3,2,No,Computer Science,Advanced,3,No,3,High,No,Positive,No,South America,No,3.0
STUD0899,17,Prefer not to say,Postgraduate,Science,Yes,3,5,Yes,History,Beginner,1,No,3,High,No,Positive,No,Europe,Yes,3.0
STUD0900,25,Female,Undergraduate,Engineering,Yes,1,1,No,Computer Science,Beginner,2,Yes,2,Low,No,Neutral,Yes,North America,Yes,2.0
STUD0901,27,Non-binary,Undergraduate,Education,No,6,5,No,Biology,Beginner,4,Yes,3,High,No,Negative,Yes,Asia,No,3.0
STUD0902,17,Male,Undergraduate,Law,No,0,1,No,Art,Beginner,2,Yes,4,Medium,No,Neutral,No,Asia,Yes,4.0
STUD0903,20,Prefer not to say,Undergraduate,Education,No,10,2,No,Biology,Advanced,3,No,5,High,Yes,Negative,No,Oceania,No,5.0
STUD0904,16,Male,Postgraduate,Law,Yes,4,3,Yes,Economics,Advanced,5,No,3,Medium,No,Neutral,No,South America,No,3.0
STUD0905,22,Male,Undergraduate,Education,Yes,6,1,Yes,History,Intermediate,1,No,5,Medium,No,Positive,Yes,Asia,No,5.0
STUD0906,23,Male,Undergraduate,Engineering,No,1,4,No,History,Intermediate,4,Yes,5,Medium,Yes,Positive,No,Asia,Yes,5.0
STUD0907,12,Male,Undergraduate,Medicine,Yes,1,3,No,History,Intermediate,5,Yes,4,Medium,Yes,Neutral,No,Oceania,Yes,4.0
STUD0908,16,Non-binary,Postgraduate,Law,Yes,2,3,Yes,Economics,Advanced,1,Yes,5,High,No,Positive,No,Asia,No,5.0
STUD0909,24,Prefer not to say,High School,Business,No,0,2,Yes,History,Intermediate,4,Yes,4,Medium,Yes,Positive,Yes,Oceania,No,4.0
STUD0910,24,Male,Undergraduate,Law,Yes,2,3,No,Physics,Advanced,1,No,5,Low,Yes,Neutral,No,Europe,Yes,5.0
STUD0911,25,Non-binary,High School,Engineering,No,10,1,No,Physics,Beginner,4,Yes,3,Low,No,Negative,No,Asia,No,3.0
STUD0912,19,Male,Undergraduate,Business,Yes,9,5,No,Biology,Intermediate,2,Yes,5,High,Yes,Positive,Yes,North America,No,5.0
STUD0913,23,Non-binary,Postgraduate,Law,Yes,3,5,No,Economics,Advanced,3,No,3,Low,Yes,Negative,Yes,Europe,Yes,3.0
STUD0914,26,Female,High School,Business,Yes,1,4,Yes,Art,Advanced,1,Yes,4,Low,Yes,Neutral,Yes,Europe,No,4.0
STUD0915,23,Female,Postgraduate,Education,No,2,5,No,Biology,Advanced,2,Yes,1,Medium,Yes,Positive,No,Europe,No,1.0
STUD0916,14,Non-binary,Postgraduate,Business,No,1,2,No,Economics,Intermediate,5,Yes,3,Low,No,Positive,No,Europe,No,3.0
STUD0917,12,Male,Undergraduate,Education,No,3,2,Yes,Economics,Intermediate,4,No,4,High,Yes,Neutral,No,Oceania,Yes,4.0
STUD0918,19,Non-binary,High School,Education,Yes,4,2,Yes,History,Advanced,1,No,3,Medium,Yes,Neutral,No,Africa,No,3.0
STUD0919,18,Female,Postgraduate,Arts,No,4,2,Yes,Math,Advanced,5,No,5,Low,No,Positive,Yes,Oceania,No,5.0
STUD0920,18,Prefer not to say,High School,Law,Yes,5,1,No,Art,Beginner,4,Yes,3,Low,Yes,Negative,Yes,South America,Yes,3.0
STUD0921,19,Prefer not to say,Undergraduate,Arts,No,9,2,No,History,Beginner,1,No,5,High,Yes,Positive,Yes,North America,No,5.0
STUD0922,20,Non-binary,Postgraduate,Arts,No,0,4,Yes,Physics,Intermediate,1,Yes,4,Low,No,Negative,No,Europe,No,4.0
STUD0923,21,Female,Undergraduate,Business,Yes,0,1,Yes,Computer Science,Advanced,2,Yes,3,Medium,No,Neutral,Yes,Asia,No,3.0
STUD0924,12,Female,High School,Medicine,Yes,7,1,No,History,Advanced,4,Yes,4,Medium,Yes,Positive,Yes,North America,Yes,4.0
STUD0925,29,Male,High School,Arts,Yes,7,2,Yes,History,Intermediate,4,No,1,High,Yes,Negative,Yes,Europe,No,1.0
STUD0926,27,Female,High School,Medicine,No,10,4,No,History,Advanced,5,No,4,High,Yes,Positive,No,Asia,No,4.0
STUD0927,12,Non-binary,Undergraduate,Business,No,10,3,No,Biology,Advanced,4,Yes,1,High,No,Negative,No,Africa,Yes,1.0
STUD0928,19,Female,Postgraduate,Medicine,Yes,6,1,Yes,Physics,Beginner,2,Yes,1,Low,Yes,Negative,Yes,South America,Yes,1.0
STUD0929,23,Male,High School,Arts,Yes,1,5,Yes,Physics,Intermediate,3,No,4,Low,No,Positive,No,North America,No,4.0
STUD0930,28,Prefer not to say,Postgraduate,Arts,No,3,4,Yes,Physics,Advanced,2,Yes,5,Medium,Yes,Negative,No,Oceania,No,5.0
STUD0931,25,Female,Undergraduate,Medicine,Yes,9,4,Yes,Art,Beginner,4,Yes,4,High,No,Neutral,No,Europe,Yes,4.0
STUD0932,23,Prefer not to say,Undergraduate,Medicine,Yes,0,1,Yes,Math,Beginner,3,Yes,2,Low,No,Positive,Yes,North America,No,2.0
STUD0933,26,Female,Undergraduate,Law,Yes,3,4,Yes,Computer Science,Advanced,1,Yes,2,Medium,No,Neutral,No,Oceania,Yes,2.0
STUD0934,27,Non-binary,Undergraduate,Science,Yes,4,2,No,History,Beginner,1,Yes,4,High,Yes,Neutral,Yes,Oceania,No,4.0
STUD0935,18,Prefer not to say,Postgraduate,Science,No,7,4,No,Computer Science,Beginner,4,No,1,High,Yes,Neutral,Yes,Asia,Yes,1.0
STUD0936,15,Non-binary,Undergraduate,Medicine,No,5,1,Yes,Computer Science,Beginner,2,No,4,Low,Yes,Negative,Yes,Oceania,Yes,4.0
STUD0937,24,Non-binary,High School,Business,Yes,4,1,No,Economics,Intermediate,1,Yes,5,Medium,No,Negative,No,Europe,No,5.0
STUD0938,23,Female,Postgraduate,Arts,No,5,3,Yes,Biology,Intermediate,4,No,2,High,No,Neutral,No,Africa,Yes,2.0
STUD0939,23,Non-binary,High School,Education,Yes,10,1,Yes,Art,Beginner,5,Yes,3,Medium,Yes,Negative,No,Oceania,Yes,3.0
STUD0940,27,Female,High School,Business,Yes,6,4,No,Math,Advanced,3,No,4,Low,No,Neutral,Yes,North America,Yes,4.0
STUD0941,23,Female,Postgraduate,Engineering,Yes,9,1,Yes,Math,Beginner,2,No,2,High,No,Neutral,Yes,South America,Yes,2.0
STUD0942,21,Non-binary,High School,Science,No,1,2,No,Computer Science,Intermediate,2,No,4,Low,No,Negative,Yes,Africa,Yes,4.0
STUD0943,17,Female,Undergraduate,Arts,Yes,2,1,No,Computer Science,Beginner,4,Yes,3,Medium,Yes,Neutral,No,Oceania,Yes,3.0
STUD0944,25,Female,High School,Engineering,Yes,8,4,No,Biology,Advanced,3,Yes,2,Medium,No,Negative,No,North America,No,2.0
STUD0945,19,Non-binary,Postgraduate,Business,No,4,2,Yes,Art,Intermediate,4,No,5,Low,No,Negative,No,Africa,Yes,5.0
STUD0946,27,Prefer not to say,High School,Arts,Yes,4,4,No,Art,Beginner,3,No,3,Medium,No,Negative,Yes,Asia,Yes,3.0
STUD0947,30,Prefer not to say,High School,Medicine,Yes,9,3,Yes,Math,Intermediate,3,No,5,Low,Yes,Neutral,Yes,North America,No,5.0
STUD0948,20,Prefer not to say,Undergraduate,Arts,No,5,4,No,Computer Science,Intermediate,4,No,4,High,No,Positive,Yes,Asia,No,4.0
STUD0949,29,Non-binary,High School,Medicine,Yes,1,4,Yes,Computer Science,Beginner,2,Yes,2,High,Yes,Neutral,No,South America,No,2.0
STUD0950,16,Female,Postgraduate,Law,No,7,2,Yes,Art,Intermediate,5,Yes,3,Medium,Yes,Neutral,No,Africa,No,3.0
STUD0951,26,Male,Undergraduate,Medicine,Yes,4,2,No,Math,Advanced,2,No,1,High,No,Positive,No,South America,No,1.0
STUD0952,30,Female,Postgraduate,Education,No,5,5,Yes,Biology,Intermediate,2,No,4,Low,No,Neutral,Yes,North America,No,4.0
STUD0953,29,Prefer not to say,Undergraduate,Science,Yes,9,2,No,Physics,Advanced,1,No,2,Low,Yes,Positive,Yes,Asia,No,2.0
STUD0954,23,Female,Postgraduate,Education,No,2,2,Yes,Math,Intermediate,2,No,5,Medium,No,Neutral,No,North America,No,5.0
STUD0955,23,Female,High School,Education,No,1,3,No,Math,Beginner,5,Yes,4,High,Yes,Neutral,Yes,North America,No,4.0
STUD0956,19,Prefer not to say,Postgraduate,Business,Yes,3,4,Yes,Biology,Intermediate,5,Yes,3,Medium,No,Neutral,Yes,South America,No,3.0
STUD0957,18,Prefer not to say,Undergraduate,Law,No,9,5,Yes,Physics,Intermediate,1,No,2,High,No,Positive,No,Asia,No,2.0
STUD0958,28,Non-binary,High School,Arts,No,0,2,No,Math,Advanced,4,Yes,5,Medium,No,Neutral,No,Oceania,Yes,5.0
STUD0959,19,Prefer not to say,Postgraduate,Medicine,Yes,6,2,Yes,Math,Beginner,3,No,3,Low,No,Positive,No,Oceania,Yes,3.0
STUD0960,30,Non-binary,Undergraduate,Medicine,Yes,7,5,No,Math,Advanced,3,No,4,Low,Yes,Positive,Yes,Europe,Yes,4.0
STUD0961,18,Male,Postgraduate,Arts,Yes,2,5,Yes,Art,Intermediate,2,Yes,1,High,Yes,Neutral,Yes,Asia,Yes,1.0
STUD0962,19,Female,Postgraduate,Engineering,No,0,1,No,Biology,Intermediate,4,No,4,High,No,Negative,No,Africa,No,4.0
STUD0963,13,Female,Undergraduate,Arts,Yes,2,3,Yes,History,Intermediate,5,No,5,Low,No,Positive,Yes,South America,Yes,5.0
STUD0964,13,Female,High School,Engineering,Yes,8,5,Yes,History,Advanced,2,Yes,3,Low,Yes,Negative,Yes,North America,No,3.0
STUD0965,13,Non-binary,High School,Science,Yes,3,2,No,Biology,Advanced,3,Yes,2,High,No,Positive,No,Africa,Yes,2.0
STUD0966,18,Male,Undergraduate,Science,Yes,2,3,Yes,Economics,Advanced,2,No,2,Medium,Yes,Negative,No,North America,No,2.0
STUD0967,25,Non-binary,Undergraduate,Medicine,No,6,4,Yes,Biology,Intermediate,2,Yes,2,High,No,Negative,Yes,Europe,No,2.0
STUD0968,16,Male,High School,Arts,No,2,3,No,History,Beginner,4,Yes,4,Medium,No,Negative,No,Asia,No,4.0
STUD0969,29,Non-binary,Postgraduate,Business,Yes,5,2,Yes,Physics,Intermediate,4,Yes,1,Low,No,Positive,Yes,Asia,No,1.0
STUD0970,14,Non-binary,High School,Arts,No,0,3,No,History,Beginner,2,No,2,High,Yes,Positive,Yes,Oceania,No,2.0
STUD0971,30,Male,Undergraduate,Business,Yes,3,1,Yes,Economics,Advanced,5,No,3,Low,No,Negative,No,Africa,Yes,3.0
STUD0972,23,Prefer not to say,Undergraduate,Business,Yes,10,3,No,History,Advanced,3,Yes,4,Medium,No,Negative,Yes,South America,No,4.0
STUD0973,26,Male,Postgraduate,Education,Yes,8,5,No,Physics,Advanced,2,No,2,Low,No,Negative,Yes,South America,Yes,2.0
STUD0974,16,Male,High School,Engineering,Yes,3,2,Yes,Physics,Intermediate,4,No,4,Medium,Yes,Neutral,Yes,Africa,Yes,4.0
STUD0975,14,Prefer not to say,High School,Medicine,No,7,4,No,Art,Beginner,1,No,1,Medium,Yes,Negative,No,Asia,Yes,1.0
STUD0976,21,Male,Postgraduate,Law,No,10,2,Yes,Physics,Beginner,4,Yes,5,Low,Yes,Neutral,Yes,Asia,Yes,5.0
STUD0977,25,Female,High School,Arts,No,1,1,Yes,History,Beginner,5,No,1,Medium,No,Negative,No,Asia,Yes,1.0
STUD0978,21,Prefer not to say,High School,Arts,Yes,3,5,Yes,Math,Beginner,3,No,4,Low,No,Negative,Yes,Africa,No,4.0
STUD0979,28,Male,High School,Engineering,No,6,3,No,Biology,Beginner,1,No,2,Low,Yes,Negative,No,Europe,Yes,2.0
STUD0980,28,Female,Postgraduate,Engineering,No,8,4,Yes,Economics,Advanced,1,Yes,1,Low,Yes,Negative,Yes,Asia,No,1.0
STUD0981,28,Non-binary,High School,Arts,No,2,1,No,Economics,Advanced,5,No,4,High,Yes,Neutral,Yes,Africa,Yes,4.0
STUD0982,16,Non-binary,Undergraduate,Medicine,Yes,5,2,Yes,Biology,Beginner,5,No,1,High,Yes,Positive,No,North America,No,1.0
STUD0983,16,Male,High School,Business,Yes,4,3,Yes,Math,Intermediate,4,Yes,3,Medium,No,Positive,No,Europe,Yes,3.0
STUD0984,27,Female,High School,Education,Yes,3,4,No,Physics,Advanced,2,No,1,High,No,Positive,Yes,North America,Yes,1.0
STUD0985,22,Prefer not to say,Postgraduate,Medicine,No,3,3,No,Art,Advanced,3,Yes,1,Medium,Yes,Positive,Yes,South America,No,1.0
STUD0986,28,Male,Postgraduate,Arts,No,6,4,No,Art,Intermediate,4,No,5,High,Yes,Negative,No,South America,No,5.0
STUD0987,16,Female,Undergraduate,Arts,Yes,6,4,No,Biology,Advanced,4,No,3,High,No,Neutral,No,Oceania,No,3.0
STUD0988,15,Prefer not to say,High School,Education,Yes,3,2,No,Physics,Intermediate,1,No,4,Low,No,Neutral,No,Europe,Yes,4.0
STUD0989,29,Non-binary,High School,Law,Yes,0,2,No,Physics,Advanced,5,Yes,4,Low,Yes,Neutral,No,Oceania,No,4.0
STUD0990,29,Female,High School,Arts,Yes,4,1,No,Economics,Advanced,1,No,3,Medium,No,Neutral,No,Asia,No,3.0
STUD0991,26,Female,Postgraduate,Education,Yes,4,5,Yes,Economics,Intermediate,4,No,1,Low,No,Negative,Yes,North America,No,1.0
STUD0992,12,Female,High School,Medicine,Yes,4,1,No,Physics,Beginner,3,No,4,High,Yes,Negative,No,Africa,Yes,4.0
STUD0993,14,Male,Postgraduate,Science,No,0,3,Yes,Physics,Intermediate,3,Yes,5,Low,No,Negative,No,Oceania,Yes,5.0
STUD0994,16,Non-binary,High School,Medicine,No,0,4,Yes,Computer Science,Advanced,5,No,4,Low,No,Neutral,No,Europe,Yes,4.0
STUD0995,19,Female,Postgraduate,Science,No,7,3,Yes,Economics,Intermediate,2,Yes,1,Low,No,Neutral,Yes,Oceania,Yes,1.0
STUD0996,30,Prefer not to say,Postgraduate,Business,No,4,2,Yes,Biology,Beginner,4,No,4,Medium,No,Positive,No,North America,Yes,4.0
STUD0997,14,Male,Undergraduate,Engineering,No,6,2,No,Art,Intermediate,1,Yes,1,Medium,No,Positive,Yes,Europe,Yes,1.0
STUD0998,19,Female,Postgraduate,Law,No,5,4,No,Physics,Advanced,4,Yes,4,Medium,Yes,Neutral,No,Asia,No,4.0
STUD0999,18,Female,Undergraduate,Science,Yes,9,2,Yes,Physics,Beginner,3,Yes,2,High,Yes,Positive,No,South America,No,2.0
STUD1000,25,Female,Undergraduate,Science,Yes,5,2,No,Economics,Beginner,2,No,3,Low,Yes,Positive,Yes,Africa,Yes,3.0
STUD1001,13,Female,Undergraduate,Education,Yes,0,3,No,Math,Intermediate,4,Yes,5,Low,Yes,Negative,Yes,North America,Yes,5.0
STUD1002,16,Non-binary,High School,Business,No,2,2,Yes,Art,Intermediate,2,Yes,5,Medium,Yes,Negative,No,Asia,No,5.0
STUD1003,29,Female,High School,Medicine,No,2,3,Yes,Physics,Intermediate,4,No,3,Low,No,Neutral,No,South America,Yes,3.0
STUD1004,15,Male,Undergraduate,Law,No,9,5,Yes,Computer Science,Beginner,2,No,2,High,No,Neutral,No,Africa,No,2.0
STUD1005,14,Female,High School,Education,Yes,3,5,No,Biology,Advanced,5,Yes,5,Low,Yes,Positive,No,North America,No,5.0
STUD1006,15,Male,Postgraduate,Business,No,10,2,No,Math,Advanced,5,No,5,Low,No,Positive,Yes,North America,Yes,5.0
STUD1007,20,Female,High School,Law,Yes,9,4,No,Computer Science,Intermediate,4,Yes,4,Medium,No,Neutral,Yes,Oceania,Yes,4.0
STUD1008,18,Non-binary,Undergraduate,Education,Yes,8,2,Yes,Physics,Beginner,5,Yes,3,Medium,Yes,Positive,Yes,Europe,Yes,3.0
STUD1009,12,Male,High School,Medicine,No,1,4,Yes,Economics,Intermediate,2,Yes,2,Low,Yes,Positive,No,South America,Yes,2.0
STUD1010,28,Female,High School,Business,Yes,6,3,No,Computer Science,Beginner,2,Yes,2,High,No,Neutral,Yes,Europe,Yes,2.0
STUD1011,29,Prefer not to say,Undergraduate,Medicine,Yes,5,2,Yes,Computer Science,Beginner,3,No,5,High,Yes,Negative,Yes,South America,Yes,5.0
STUD1012,20,Female,Undergraduate,Medicine,Yes,6,5,No,Economics,Beginner,5,Yes,2,High,Yes,Neutral,No,Europe,No,2.0
STUD1013,12,Male,Undergraduate,Arts,No,0,1,No,Biology,Beginner,1,Yes,3,Medium,No,Positive,No,Asia,Yes,3.0
STUD1014,24,Male,Undergraduate,Education,Yes,2,4,No,Economics,Advanced,1,Yes,5,Low,Yes,Positive,Yes,Europe,Yes,5.0
STUD1015,14,Female,Postgraduate,Arts,Yes,0,4,No,History,Intermediate,1,No,1,Medium,No,Positive,No,North America,No,1.0
STUD1016,15,Prefer not to say,High School,Medicine,No,1,4,No,Biology,Beginner,5,Yes,1,High,No,Positive,Yes,Europe,Yes,1.0
STUD1017,27,Male,Postgraduate,Arts,Yes,1,3,Yes,Biology,Beginner,2,No,4,Low,No,Negative,No,South America,No,4.0
STUD1018,23,Male,Postgraduate,Business,No,3,5,Yes,Economics,Beginner,5,Yes,1,Medium,Yes,Neutral,No,Oceania,Yes,1.0
STUD1019,19,Male,Postgraduate,Law,Yes,7,2,Yes,Math,Beginner,3,No,2,Low,Yes,Neutral,No,Europe,Yes,2.0
STUD1020,21,Prefer not to say,Undergraduate,Engineering,Yes,10,2,No,Math,Intermediate,4,No,2,Medium,No,Negative,No,Europe,No,2.0
STUD1021,20,Female,High School,Education,No,3,2,Yes,Physics,Intermediate,5,Yes,2,Low,Yes,Negative,No,Asia,No,2.0
STUD1022,27,Male,Postgraduate,Law,No,3,5,No,Biology,Intermediate,5,Yes,5,High,Yes,Negative,Yes,Asia,Yes,5.0
STUD1023,18,Non-binary,Undergraduate,Law,Yes,7,5,No,Physics,Beginner,1,Yes,4,Medium,Yes,Negative,No,Asia,No,4.0
STUD1024,22,Prefer not to say,High School,Law,Yes,2,3,No,Math,Beginner,5,No,2,Medium,Yes,Negative,No,South America,Yes,2.0
STUD1025,17,Non-binary,High School,Business,No,10,4,No,Economics,Advanced,4,No,5,Medium,Yes,Positive,No,North America,Yes,5.0
STUD1026,17,Female,Undergraduate,Science,Yes,1,3,Yes,Math,Beginner,4,Yes,1,Low,No,Negative,Yes,Oceania,Yes,1.0
STUD1027,26,Female,Undergraduate,Arts,No,3,2,Yes,Art,Beginner,1,No,3,Low,No,Positive,Yes,South America,No,3.0
STUD1028,27,Female,High School,Engineering,No,7,4,Yes,Computer Science,Intermediate,5,No,4,Low,Yes,Neutral,No,Oceania,Yes,4.0
STUD1029,22,Prefer not to say,High School,Engineering,Yes,6,3,Yes,Economics,Advanced,5,No,5,Low,Yes,Positive,Yes,Europe,Yes,5.0
STUD1030,19,Non-binary,High School,Education,No,3,4,Yes,Art,Intermediate,2,No,1,Low,Yes,Negative,No,Africa,Yes,1.0
STUD1031,17,Prefer not to say,Undergraduate,Medicine,Yes,9,4,Yes,Art,Advanced,1,Yes,5,Low,Yes,Neutral,Yes,Africa,No,5.0
STUD1032,15,Prefer not to say,High School,Arts,No,9,2,Yes,Economics,Advanced,4,Yes,4,High,Yes,Positive,No,North America,No,4.0
STUD1033,21,Male,Postgraduate,Law,Yes,1,2,No,Biology,Intermediate,1,No,5,Low,Yes,Neutral,Yes,Africa,Yes,5.0
STUD1034,12,Non-binary,Undergraduate,Business,Yes,2,4,No,History,Beginner,3,No,5,Low,No,Positive,Yes,Europe,No,5.0
STUD1035,19,Prefer not to say,Undergraduate,Business,Yes,4,5,No,Biology,Beginner,5,No,3,Low,Yes,Neutral,No,Asia,Yes,3.0
STUD1036,21,Non-binary,Postgraduate,Education,No,6,1,No,Math,Beginner,3,No,4,Medium,Yes,Negative,No,Europe,Yes,4.0
STUD1037,18,Prefer not to say,Postgraduate,Business,No,8,1,Yes,Art,Advanced,4,Yes,5,Medium,No,Negative,Yes,Oceania,No,5.0
STUD1038,24,Prefer not to say,High School,Medicine,Yes,5,3,Yes,Biology,Intermediate,4,Yes,1,Medium,No,Neutral,No,Asia,No,1.0
STUD1039,20,Female,High School,Business,No,4,3,Yes,Computer Science,Advanced,5,No,5,High,No,Positive,No,Asia,Yes,5.0
STUD1040,16,Male,Postgraduate,Education,No,10,5,No,History,Beginner,3,No,1,Low,Yes,Neutral,No,Oceania,Yes,1.0
STUD1041,22,Male,High School,Education,Yes,10,2,No,History,Intermediate,1,Yes,1,High,No,Negative,Yes,North America,Yes,1.0
STUD1042,30,Non-binary,High School,Law,No,8,2,No,Biology,Advanced,2,Yes,5,Medium,Yes,Neutral,No,North America,Yes,5.0
STUD1043,23,Female,High School,Business,Yes,0,5,No,History,Intermediate,2,Yes,5,Medium,No,Negative,Yes,Europe,Yes,5.0
STUD1044,29,Female,Postgraduate,Medicine,No,6,1,No,Math,Intermediate,4,No,5,Low,Yes,Positive,No,South America,No,5.0
STUD1045,19,Female,Undergraduate,Arts,Yes,9,2,Yes,Art,Beginner,4,Yes,5,Low,Yes,Negative,Yes,Africa,Yes,5.0
STUD1046,14,Prefer not to say,High School,Science,Yes,10,2,Yes,Biology,Advanced,4,No,2,Medium,Yes,Positive,No,South America,Yes,2.0
STUD1047,26,Female,High School,Science,No,9,2,No,Math,Advanced,2,Yes,2,Low,Yes,Negative,No,North America,No,2.0
STUD1048,26,Prefer not to say,Postgraduate,Engineering,Yes,3,5,Yes,Computer Science,Intermediate,4,Yes,4,High,Yes,Positive,No,Asia,No,4.0
STUD1049,15,Male,Undergraduate,Arts,No,0,4,Yes,Art,Beginner,5,No,3,Low,No,Negative,No,South America,No,3.0
STUD1050,26,Non-binary,Undergraduate,Arts,Yes,8,4,No,Art,Intermediate,2,Yes,3,Medium,Yes,Negative,Yes,Oceania,Yes,3.0
STUD1051,26,Female,Postgraduate,Arts,Yes,0,5,Yes,Physics,Intermediate,1,Yes,3,Low,Yes,Negative,No,Africa,Yes,3.0
STUD1052,17,Non-binary,Undergraduate,Science,Yes,3,4,No,Computer Science,Beginner,2,No,2,Medium,No,Negative,No,North America,No,2.0
STUD1053,19,Female,Undergraduate,Medicine,No,5,5,No,Economics,Intermediate,5,No,1,Low,No,Positive,No,Africa,Yes,1.0
STUD1054,12,Prefer not to say,Postgraduate,Arts,No,10,3,No,History,Intermediate,4,Yes,5,Low,No,Positive,Yes,Asia,Yes,5.0
STUD1055,14,Prefer not to say,High School,Business,No,1,2,No,History,Intermediate,4,Yes,4,High,Yes,Negative,Yes,Africa,No,4.0
STUD1056,21,Non-binary,Undergraduate,Law,No,10,5,No,Math,Beginner,3,No,4,High,Yes,Neutral,No,North America,No,4.0
STUD1057,28,Female,Undergraduate,Medicine,No,2,4,No,Economics,Beginner,1,Yes,4,High,Yes,Positive,Yes,Oceania,Yes,4.0
